trade_date,close,open,high,low,vol,pct_chg
20100702,2534.11,2523.03,2542.12,2462.20,44910.0,0.0032
20100705,2512.65,2507.35,2529.43,2476.49,32180.0,-0.0085
20100706,2562.90,2504.87,2563.41,2502.93,39720.0,0.02
20100707,2580.48,2561.11,2580.61,2548.56,35720.0,0.0069
20100708,2575.92,2591.51,2602.23,2564.64,34060.0,-0.0018
20100709,2647.10,2578.55,2662.16,2557.26,58490.0,0.0276
20100712,2676.22,2647.42,2689.81,2636.65,58460.0,0.011000000000000001
20100713,2634.59,2649.66,2649.66,2618.34,43230.0,-0.015600000000000001
20100714,2653.61,2640.93,2684.62,2640.54,46690.0,0.0072
20100715,2608.52,2650.33,2680.44,2607.79,40440.0,-0.017
20100716,2616.13,2597.00,2621.33,2573.79,35060.0,0.0029
20100719,2682.47,2592.09,2691.94,2585.01,53870.0,0.0254
20100720,2741.50,2685.46,2746.24,2685.46,73130.0,0.022000000000000002
20100721,2747.34,2744.70,2766.20,2733.72,70760.0,0.0021
20100722,2781.29,2738.03,2783.14,2734.07,61070.0,0.0124
20100723,2793.08,2787.52,2806.98,2769.44,64519.99999999999,0.0042
20100726,2811.05,2798.76,2811.95,2775.78,53580.0,0.0064
20100727,2795.72,2803.76,2812.21,2785.37,49800.0,-0.0055000000000000005
20100728,2863.72,2796.48,2866.40,2784.16,79990.0,0.024300000000000002
20100729,2877.98,2866.77,2888.60,2852.00,95970.0,0.005
20100730,2868.85,2871.48,2876.14,2844.68,62580.0,-0.0032
20100802,2917.28,2868.28,2922.61,2867.45,71740.0,0.0169
20100803,2865.97,2925.25,2929.61,2865.76,81750.0,-0.0176
20100804,2876.43,2858.35,2876.59,2818.25,71320.0,0.0036
20100805,2850.83,2874.66,2877.31,2833.67,67160.0,-0.0089
20100806,2897.66,2848.16,2898.53,2821.03,74920.0,0.016399999999999998
20100809,2918.24,2894.10,2922.62,2888.05,74730.0,0.0070999999999999995
20100810,2832.64,2920.40,2925.30,2832.08,78440.0,-0.029300000000000003
20100811,2850.21,2823.15,2864.36,2823.15,54980.0,0.0062
20100812,2816.39,2822.79,2860.37,2810.10,59890.0,-0.011899999999999999
20100813,2855.55,2818.41,2856.04,2799.22,58510.0,0.0139
20100816,2922.08,2851.22,2927.69,2843.02,81070.0,0.0233
20100817,2942.29,2927.26,2949.73,2917.83,76450.0,0.0069
20100818,2937.36,2945.98,2962.75,2924.67,70750.0,-0.0017000000000000001
20100819,2955.39,2940.77,2975.19,2928.01,76930.0,0.0060999999999999995
20100820,2898.33,2943.33,2951.96,2892.64,71660.0,-0.019299999999999998
20100823,2896.19,2895.71,2920.54,2886.66,48920.0,-0.0007000000000000001
20100824,2911.83,2892.13,2933.12,2866.80,61090.0,0.0054
20100825,2843.02,2893.99,2904.66,2842.25,63610.0,-0.0236
20100826,2850.09,2853.11,2868.88,2836.13,48670.0,0.0025
20100827,2858.57,2847.45,2861.07,2833.42,40790.0,0.003
20100830,2915.01,2874.25,2921.09,2872.92,65750.0,0.0197
20100831,2903.19,2905.15,2910.06,2889.81,65770.0,-0.0040999999999999995
20100901,2884.04,2907.66,2931.76,2859.17,76980.0,-0.0066
20100902,2921.39,2917.74,2931.55,2903.03,70700.0,0.013000000000000001
20100903,2920.20,2926.94,2929.55,2891.88,72640.0,-0.0004
20100906,2975.09,2935.89,2980.42,2935.89,93860.0,0.018799999999999997
20100907,2983.11,2979.30,2991.43,2959.90,73520.0,0.0027
20100908,2980.97,2970.00,2982.72,2953.84,72870.0,-0.0007000000000000001
20100909,2926.46,2986.87,2986.87,2922.20,81400.0,-0.0183
20100910,2932.55,2928.00,2940.79,2890.03,65090.0,0.0021
20100913,2962.32,2933.59,2977.08,2925.42,67280.0,0.0102
20100914,2965.01,2971.55,2984.47,2954.51,70110.0,0.0009
20100915,2913.19,2965.54,2965.54,2905.63,71620.0,-0.0175
20100916,2857.79,2908.32,2917.85,2834.03,74070.0,-0.019
20100917,2861.37,2864.72,2877.08,2847.68,51940.0,0.0013
20100920,2849.83,2865.04,2872.22,2829.76,50280.0,-0.004
20100921,2857.48,2859.43,2869.38,2844.12,35750.0,0.0027
20100927,2905.03,2869.93,2905.53,2864.21,49070.0,0.0166
20100928,2880.91,2900.54,2900.54,2875.66,58660.0,-0.0083
20100929,2874.81,2877.27,2908.73,2866.85,56780.0,-0.0021
20100930,2935.57,2859.06,2935.59,2857.42,63000.0,0.021099999999999997
20101008,3044.23,2965.65,3055.84,2963.24,100000.0,0.037000000000000005
20101011,3132.89,3069.19,3154.20,3069.19,158740.0,0.0291
20101012,3172.73,3121.64,3173.85,3106.22,127360.0,0.0127
20101013,3217.58,3176.89,3221.65,3165.58,144610.0,0.0141
20101014,3224.14,3245.13,3286.02,3215.03,179610.0,0.002
20101015,3327.68,3204.72,3327.68,3199.12,193410.0,0.0321
20101018,3306.16,3345.80,3390.01,3288.78,217880.0,-0.006500000000000001
20101019,3375.67,3300.52,3375.87,3280.00,130440.0,0.021
20101020,3396.88,3304.22,3439.22,3301.01,166530.0,0.0063
20101021,3374.68,3404.72,3418.09,3344.96,123880.0,-0.006500000000000001
20101022,3378.66,3365.60,3408.49,3346.11,116360.0,0.0012
20101025,3481.08,3386.85,3481.35,3366.43,145430.0,0.030299999999999997
20101026,3466.08,3491.47,3499.82,3436.46,142640.0,-0.0043
20101027,3403.87,3451.43,3490.22,3398.09,123760.0,-0.0179
20101028,3397.69,3390.43,3420.89,3371.44,98350.0,-0.0018
20101029,3379.98,3400.26,3404.60,3351.60,100460.0,-0.0052
20101101,3472.99,3390.41,3472.99,3390.41,126270.0,0.0275
20101102,3463.13,3484.23,3522.18,3449.72,154910.0,-0.0028000000000000004
20101103,3420.34,3462.74,3474.71,3419.08,126360.0,-0.0124
20101104,3480.51,3426.46,3480.93,3419.64,116800.0,0.0176
20101105,3520.80,3538.99,3554.47,3498.28,137690.0,0.0116
20101108,3548.57,3534.19,3549.30,3506.38,126470.0,0.0079
20101109,3523.95,3547.44,3547.44,3498.62,122460.0,-0.0069
20101110,3499.11,3507.20,3508.28,3470.97,120080.0,-0.006999999999999999
20101111,3509.97,3490.74,3557.99,3484.89,138980.0,0.0031
20101112,3291.83,3484.61,3497.06,3284.35,160730.0,-0.0621
20101115,3314.89,3298.74,3319.98,3241.76,102320.0,0.006999999999999999
20101116,3169.54,3311.62,3311.62,3155.47,108310.0,-0.0438
20101117,3103.91,3124.11,3168.93,3087.51,83260.0,-0.0207
20101118,3147.96,3134.94,3158.63,3097.39,65700.0,0.014199999999999999
20101119,3178.85,3168.16,3178.85,3076.21,83350.0,0.0098
20101122,3171.94,3148.22,3200.47,3137.75,83210.0,-0.0022
20101123,3107.18,3156.48,3156.48,3061.62,77400.0,-0.0204
20101124,3177.04,3088.99,3177.41,3088.99,75330.0,0.0225
20101125,3223.48,3197.97,3227.05,3172.28,83440.0,0.0146
20101126,3194.85,3214.13,3224.52,3170.36,64470.0,-0.0089
20101129,3190.05,3183.54,3206.76,3159.46,59000.0,-0.0015
20101130,3136.99,3187.53,3205.78,3060.44,85760.0,-0.0166
20101201,3136.02,3127.26,3150.44,3111.64,48880.0,-0.0003
20101202,3155.06,3185.76,3194.23,3154.32,61020.0,0.0060999999999999995
20101203,3158.16,3161.93,3171.38,3134.42,50480.0,0.001
20101206,3165.57,3168.88,3185.33,3140.55,56360.0,0.0023
20101207,3200.34,3152.73,3214.69,3112.22,58480.0,0.011000000000000001
20101208,3171.88,3194.89,3215.28,3166.77,59520.0,-0.0089
20101209,3123.37,3156.00,3175.05,3122.20,66150.0,-0.015300000000000001
20101210,3161.98,3107.38,3172.16,3101.08,57110.0,0.0124
20101213,3261.06,3176.34,3261.34,3173.56,95710.0,0.0313
20101214,3269.47,3270.20,3279.36,3254.18,84100.0,0.0026
20101215,3247.64,3270.78,3282.77,3242.52,72270.0,-0.0067
20101216,3230.66,3246.01,3258.39,3224.12,56800.0,-0.0052
20101217,3225.66,3229.30,3232.84,3212.58,44920.0,-0.0015
20101220,3178.66,3239.02,3249.76,3118.00,74760.0,-0.0146
20101221,3249.51,3184.70,3251.55,3168.89,79850.0,0.0223
20101222,3215.45,3253.82,3263.45,3201.67,69940.0,-0.0105
20101223,3188.61,3210.67,3237.64,3183.15,61320.0,-0.0083
20101224,3162.95,3170.64,3187.72,3139.45,55140.0,-0.008
20101227,3099.71,3176.11,3219.66,3092.26,70020.0,-0.02
20101228,3044.93,3084.82,3095.36,3041.33,56330.0,-0.0177
20101229,3061.83,3049.93,3062.56,3025.22,45190.0,0.005600000000000001
20101230,3064.10,3063.05,3079.91,3027.90,54280.0,0.0007000000000000001
20101231,3128.26,3069.05,3129.45,3067.11,62570.0,0.0209
20110104,3189.68,3155.56,3194.36,3143.60,85410.0,0.0196
20110105,3175.66,3170.18,3193.78,3158.87,79270.0,-0.0044
20110106,3159.64,3177.84,3198.05,3152.57,59680.0,-0.005
20110107,3166.62,3156.36,3209.90,3141.12,84090.0,0.0022
20110110,3108.19,3162.09,3182.78,3102.43,65489.99999999999,-0.018500000000000003
20110111,3124.92,3096.25,3131.29,3084.51,56990.0,0.0054
20110112,3142.34,3135.18,3153.43,3099.41,58500.0,0.005600000000000001
20110113,3141.28,3153.99,3157.04,3127.16,51940.0,-0.0003
20110114,3091.86,3129.67,3129.67,3083.51,53350.0,-0.015700000000000002
20110117,2974.35,3067.43,3078.88,2968.61,66810.0,-0.038
20110118,2977.65,2965.42,2984.47,2947.60,42970.0,0.0011
20110119,3044.85,2978.46,3045.61,2967.24,56570.0,0.0226
20110120,2944.71,3037.86,3037.86,2944.50,61050.0,-0.0329
20110121,2983.46,2935.23,3030.26,2935.14,73100.0,0.0132
20110124,2954.23,2986.09,2999.20,2943.92,65470.0,-0.0098
20110125,2938.65,2949.65,2960.59,2919.16,48980.0,-0.0053
20110126,2978.43,2939.77,2982.32,2939.36,43380.0,0.013500000000000002
20110127,3026.47,2953.59,3037.16,2935.27,82590.0,0.0161
20110128,3036.74,3020.12,3047.27,3011.38,63010.0,0.0034000000000000002
20110131,3076.51,3035.42,3076.55,3032.45,67110.0,0.0131
20110201,3077.28,3083.49,3087.22,3062.83,49860.0,0.0003
20110209,3040.95,3055.40,3087.55,3031.75,60390.0,-0.0118
20110210,3104.16,3034.08,3105.32,3024.35,66600.0,0.0208
20110211,3120.96,3100.27,3133.50,3092.58,75980.0,0.0054
20110214,3219.14,3123.25,3227.43,3123.25,121300.0,0.0315
20110215,3217.67,3223.22,3259.64,3215.62,109550.0,-0.0005
20110216,3248.53,3211.14,3248.85,3195.47,91330.0,0.0096
20110217,3245.91,3255.63,3265.26,3218.91,88970.0,-0.0008
20110218,3211.88,3240.05,3242.37,3203.12,75380.0,-0.0105
20110221,3257.91,3192.15,3258.28,3189.85,79400.0,0.0143
20110222,3163.58,3267.61,3269.05,3161.83,107860.0,-0.028999999999999998
20110223,3174.74,3152.44,3182.18,3145.99,71330.0,0.0034999999999999996
20110224,3190.93,3170.24,3195.69,3157.97,66490.0,0.0051
20110225,3197.62,3190.87,3213.79,3159.85,61620.0,0.0021
20110228,3239.56,3200.68,3241.60,3178.83,76630.0,0.0131
20110301,3254.89,3241.71,3273.51,3235.75,88570.0,0.004699999999999999
20110302,3243.30,3237.12,3257.42,3202.83,80910.0,-0.0036
20110303,3221.72,3248.16,3271.64,3221.04,101220.0,-0.0067
20110304,3270.67,3223.51,3273.66,3217.48,80010.0,0.0152
20110307,3334.51,3287.41,3337.47,3287.41,118190.0,0.0195
20110308,3337.46,3335.71,3342.71,3311.72,84880.0,0.0009
20110309,3338.86,3344.10,3355.49,3322.70,78030.0,0.0004
20110310,3280.26,3330.44,3330.44,3279.33,78210.0,-0.0176
20110311,3247.38,3263.08,3290.70,3240.18,67210.0,-0.01
20110314,3262.92,3238.91,3263.91,3230.11,63690.0,0.0048
20110315,3203.96,3250.59,3250.59,3147.96,96030.0,-0.0181
20110316,3248.20,3204.92,3250.88,3202.93,78860.0,0.0138
20110317,3197.10,3216.29,3240.38,3185.08,85690.0,-0.015700000000000002
20110318,3215.68,3228.91,3239.96,3205.14,61340.0,0.0058
20110321,3207.11,3220.68,3236.28,3194.14,59110.0,-0.0027
20110322,3222.96,3217.80,3227.80,3175.93,57250.0,0.0049
20110323,3264.93,3222.32,3267.00,3216.65,72080.0,0.013000000000000001
20110324,3251.36,3269.57,3273.37,3250.02,61300.0,-0.0042
20110325,3294.48,3256.18,3304.26,3254.68,86900.0,0.013300000000000001
20110328,3290.57,3307.41,3328.07,3286.86,97680.0,-0.0012
20110329,3257.98,3288.56,3309.20,3256.34,105280.0,-0.009899999999999999
20110330,3256.08,3256.72,3274.98,3233.11,78340.0,-0.0006
20110331,3223.29,3257.16,3264.96,3210.17,64500.0,-0.0101
20110401,3272.73,3227.56,3272.77,3220.91,63100.0,0.015300000000000001
20110406,3311.07,3269.19,3315.30,3268.76,105820.0,0.011699999999999999
20110407,3324.42,3313.47,3330.80,3302.82,84680.0,0.004
20110408,3353.36,3321.54,3353.89,3314.09,73930.0,0.0087
20110411,3333.43,3363.37,3380.53,3331.17,104420.0,-0.0059
20110412,3326.77,3324.75,3350.16,3307.48,101940.0,-0.002
20110413,3372.03,3311.32,3372.03,3296.51,87040.0,0.013600000000000001
20110414,3353.56,3374.32,3378.70,3347.49,88970.0,-0.0055000000000000005
20110415,3358.94,3345.13,3378.11,3323.56,78520.0,0.0016
20110418,3359.44,3346.15,3372.90,3335.60,86580.0,0.0001
20110419,3295.81,3334.91,3334.91,3290.74,85110.0,-0.0189
20110420,3295.76,3300.42,3311.72,3281.83,72340.0,-0.0
20110421,3317.37,3312.27,3330.24,3301.94,73240.0,0.0066
20110422,3299.94,3317.08,3325.46,3291.64,67170.0,-0.0053
20110425,3249.57,3292.48,3292.48,3247.69,74420.0,-0.015300000000000001
20110426,3230.96,3242.53,3257.80,3216.21,59100.0,-0.005699999999999999
20110427,3209.50,3242.62,3256.41,3189.04,62440.0,-0.0066
20110428,3161.78,3224.41,3237.19,3160.41,65050.0,-0.0149
20110429,3192.72,3161.16,3193.60,3147.14,53680.0,0.0098
20110503,3211.13,3192.84,3212.05,3164.93,55000.0,0.0058
20110504,3129.03,3192.84,3193.45,3120.96,66720.0,-0.0256
20110505,3126.12,3115.00,3136.90,3105.85,52570.0,-0.0009
20110506,3121.40,3093.81,3141.68,3083.91,55350.0,-0.0015
20110509,3129.76,3126.26,3149.94,3118.14,46030.0,0.0027
20110510,3153.22,3135.15,3153.30,3121.75,40930.0,0.0075
20110511,3145.09,3153.65,3164.65,3127.49,47690.0,-0.0026
20110512,3101.60,3123.16,3142.40,3101.14,48800.0,-0.0138
